,Strategy,Modelo,Tbdf,Precision,Recall,Accuracy,F1-score,Real_samples,Predicted_samples,Fp,Fn,Allucination Rate
31,auto_cot,gemma_7b,impatience,0.049019607843137254,0.23809523809523808,0.23809523809523808,0.08130081300813008,126.0,612.0,582.0,96.0,0.0
32,auto_cot,gemma_7b,mocking,0.08260325406758448,0.6804123711340206,0.6804123711340206,0.14732142857142858,97.0,799.0,733.0,31.0,0.0
33,auto_cot,gemma_7b,irony,0.01179245283018868,0.16666666666666666,0.16666666666666666,0.022026431718061675,30.0,424.0,419.0,25.0,0.0
34,auto_cot,gemma_7b,vulgarity,0.5714285714285714,0.21621621621621623,0.21621621621621623,0.3137254901960784,37.0,14.0,6.0,29.0,0.0
35,auto_cot,gemma_7b,threat,0.14035087719298245,0.6153846153846154,0.6153846153846154,0.22857142857142856,13.0,57.0,49.0,5.0,0.0
36,auto_cot,gemma_7b,identify attack/name calling,0.0,0.0,0.0,0.0,13.0,47.0,47.0,13.0,0.0
37,auto_cot,gemma_7b,none,1.0,0.004282655246252677,0.004282655246252677,0.008528784648187633,1868.0,8.0,0.0,1860.0,0.0
38,auto_cot,gemma_7b,entitlement,0.1111111111111111,0.045454545454545456,0.045454545454545456,0.06451612903225806,22.0,9.0,8.0,21.0,0.0
39,auto_cot,gemma_7b,insulting,0.0,0.0,0.0,0.0,69.0,1.0,1.0,69.0,0.0
40,gpt_4o_mini_auto_cot,gpt-4o-mini_auto,bitter frustration,0.2017001545595054,0.5304878048780488,0.5304878048780488,0.29227323628219487,492.0,1294.0,1033.0,231.0,0.0
41,gpt_4o_mini_auto_cot,gpt-4o-mini_auto,impatience,0.10778443113772455,0.47368421052631576,0.47368421052631576,0.17560975609756097,266.0,1169.0,1043.0,140.0,0.0
42,gpt_4o_mini_auto_cot,gpt-4o-mini_auto,mocking,0.22321428571428573,0.2840909090909091,0.2840909090909091,0.25,176.0,224.0,174.0,126.0,0.0
43,gpt_4o_mini_auto_cot,gpt-4o-mini_auto,irony,0.04827586206896552,0.109375,0.109375,0.06698564593301436,64.0,145.0,138.0,57.0,0.0
44,gpt_4o_mini_auto_cot,gpt-4o-mini_auto,vulgarity,0.5,0.22535211267605634,0.22535211267605634,0.3106796116504854,71.0,32.0,16.0,55.0,0.0
45,gpt_4o_mini_auto_cot,gpt-4o-mini_auto,threat,0.6111111111111112,0.4782608695652174,0.4782608695652174,0.5365853658536586,23.0,18.0,7.0,12.0,0.0
46,gpt_4o_mini_auto_cot,gpt-4o-mini_auto,identify attack/name calling,0.14814814814814814,0.14285714285714285,0.14285714285714285,0.14545454545454545,28.0,27.0,23.0,24.0,0.0
47,gpt_4o_mini_auto_cot,gpt-4o-mini_auto,none,0.9448901290547611,0.6010650099844687,0.6010650099844687,0.7347436940602116,4507.0,2867.0,158.0,1798.0,0.0
48,gpt_4o_mini_auto_cot,gpt-4o-mini_auto,entitlement,0.15,0.04285714285714286,0.04285714285714286,0.06666666666666667,70.0,20.0,17.0,67.0,0.0
49,gpt_4o_mini_auto_cot,gpt-4o-mini_auto,insulting,0.44594594594594594,0.1896551724137931,0.1896551724137931,0.2661290322580645,174.0,74.0,41.0,141.0,0.0
50,auto_cot,llama3.1_8b,bitter frustration,0.15245901639344261,0.5,0.5,0.23366834170854273,186.0,610.0,517.0,93.0,0.0
51,auto_cot,llama3.1_8b,impatience,0.06941838649155722,0.5873015873015873,0.5873015873015873,0.12416107382550336,126.0,1066.0,992.0,52.0,0.0
52,auto_cot,llama3.1_8b,mocking,0.3888888888888889,0.14432989690721648,0.14432989690721648,0.21052631578947367,97.0,36.0,22.0,83.0,0.0
53,auto_cot,llama3.1_8b,irony,0.14285714285714285,0.13333333333333333,0.13333333333333333,0.13793103448275862,30.0,28.0,24.0,26.0,0.0
54,auto_cot,llama3.1_8b,vulgarity,0.625,0.13513513513513514,0.13513513513513514,0.2222222222222222,37.0,8.0,3.0,32.0,0.0
55,auto_cot,llama3.1_8b,threat,0.42857142857142855,0.23076923076923078,0.23076923076923078,0.3,13.0,7.0,4.0,10.0,0.0
56,auto_cot,llama3.1_8b,identify attack/name calling,0.0,0.0,0.0,0.0,13.0,8.0,8.0,13.0,0.0
57,auto_cot,llama3.1_8b,none,0.9313725490196079,0.30497592295345105,0.30497592295345105,0.45949214026602175,1869.0,612.0,42.0,1299.0,0.0
58,auto_cot,llama3.1_8b,entitlement,0.034482758620689655,0.13636363636363635,0.13636363636363635,0.05504587155963303,22.0,87.0,84.0,19.0,0.0
59,auto_cot,llama3.1_8b,insulting,0.0,0.0,0.0,0.0,69.0,0.0,0.0,69.0,0.0
60,auto_cot,llama3.2_3b,bitter frustration,0.182648401826484,0.43010752688172044,0.43010752688172044,0.2564102564102564,186.0,438.0,358.0,106.0,0.0
61,auto_cot,llama3.2_3b,impatience,0.06457739791073125,0.5396825396825397,0.5396825396825397,0.11535199321458864,126.0,1053.0,985.0,58.0,0.0
62,auto_cot,llama3.2_3b,mocking,0.2047244094488189,0.26804123711340205,0.26804123711340205,0.23214285714285715,97.0,127.0,101.0,71.0,0.0
63,auto_cot,llama3.2_3b,irony,0.01903114186851211,0.36666666666666664,0.36666666666666664,0.03618421052631579,30.0,578.0,567.0,19.0,0.0
64,auto_cot,llama3.2_3b,vulgarity,0.4,0.10810810810810811,0.10810810810810811,0.1702127659574468,37.0,10.0,6.0,33.0,0.0
65,auto_cot,llama3.2_3b,threat,0.3333333333333333,0.07692307692307693,0.07692307692307693,0.125,13.0,3.0,2.0,12.0,0.0
66,auto_cot,llama3.2_3b,identify attack/name calling,0.16666666666666666,0.07692307692307693,0.07692307692307693,0.10526315789473684,13.0,6.0,5.0,12.0,0.0
67,auto_cot,llama3.2_3b,none,0.9102040816326531,0.1193151417870519,0.1193151417870519,0.2109744560075686,1869.0,245.0,22.0,1646.0,0.0
68,auto_cot,llama3.2_3b,entitlement,0.5,0.045454545454545456,0.045454545454545456,0.08333333333333333,22.0,2.0,1.0,21.0,0.0
69,auto_cot,llama3.2_3b,insulting,0.0,0.0,0.0,0.0,69.0,0.0,0.0,69.0,0.0
70,auto_cot,mistral-nemo_12b,bitter frustration,0.1399548532731377,0.6666666666666666,0.6666666666666666,0.23134328358208955,186.0,886.0,762.0,62.0,0.0
71,auto_cot,mistral-nemo_12b,impatience,0.05100671140939597,0.30158730158730157,0.30158730158730157,0.08725602755453502,126.0,745.0,707.0,88.0,0.0
72,auto_cot,mistral-nemo_12b,mocking,0.2556818181818182,0.4639175257731959,0.4639175257731959,0.32967032967032966,97.0,176.0,131.0,52.0,0.0
73,auto_cot,mistral-nemo_12b,irony,0.03773584905660377,0.06666666666666667,0.06666666666666667,0.04819277108433735,30.0,53.0,51.0,28.0,0.0
74,auto_cot,mistral-nemo_12b,vulgarity,0.7272727272727273,0.21621621621621623,0.21621621621621623,0.3333333333333333,37.0,11.0,3.0,29.0,0.0
75,auto_cot,mistral-nemo_12b,threat,0.6666666666666666,0.3076923076923077,0.3076923076923077,0.42105263157894735,13.0,6.0,2.0,9.0,0.0
76,auto_cot,mistral-nemo_12b,identify attack/name calling,0.0,0.0,0.0,0.0,13.0,4.0,4.0,13.0,0.0
77,auto_cot,mistral-nemo_12b,none,0.9528985507246377,0.2814339218833601,0.2814339218833601,0.43453118546055347,1869.0,552.0,26.0,1343.0,0.0
78,auto_cot,mistral-nemo_12b,entitlement,0.03571428571428571,0.045454545454545456,0.045454545454545456,0.04,22.0,28.0,27.0,21.0,0.0
79,auto_cot,mistral-nemo_12b,insulting,1.0,0.014492753623188406,0.014492753623188406,0.02857142857142857,69.0,1.0,0.0,68.0,0.0
80,auto_cot,mistral_7b,bitter frustration,0.10222531293463143,0.7903225806451613,0.7903225806451613,0.1810344827586207,186.0,1438.0,1291.0,39.0,0.0
81,auto_cot,mistral_7b,impatience,0.040865384615384616,0.2698412698412698,0.2698412698412698,0.0709812108559499,126.0,832.0,798.0,92.0,0.0
82,auto_cot,mistral_7b,mocking,0.3684210526315789,0.07216494845360824,0.07216494845360824,0.1206896551724138,97.0,19.0,12.0,90.0,0.0
83,auto_cot,mistral_7b,irony,0.07894736842105263,0.1,0.1,0.08823529411764706,30.0,38.0,35.0,27.0,0.0
84,auto_cot,mistral_7b,vulgarity,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0
85,auto_cot,mistral_7b,threat,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0
86,auto_cot,mistral_7b,identify attack/name calling,0.06666666666666667,0.07692307692307693,0.07692307692307693,0.07142857142857142,13.0,15.0,14.0,12.0,0.0
87,auto_cot,mistral_7b,none,0.8771929824561403,0.05350454788657036,0.05350454788657036,0.10085728693898134,1869.0,114.0,14.0,1769.0,0.0
88,auto_cot,mistral_7b,entitlement,0.16666666666666666,0.045454545454545456,0.045454545454545456,0.07142857142857142,22.0,6.0,5.0,21.0,0.0
89,auto_cot,mistral_7b,insulting,0.0,0.0,0.0,0.0,69.0,0.0,0.0,69.0,0.0
90,auto_cot,phi3_3.8b,bitter frustration,0.10344827586206896,0.11290322580645161,0.11290322580645161,0.10796915167095116,186.0,203.0,182.0,165.0,0.0
91,auto_cot,phi3_3.8b,impatience,0.03857566765578635,0.10317460317460317,0.10317460317460317,0.056155507559395246,126.0,337.0,324.0,113.0,0.0
92,auto_cot,phi3_3.8b,mocking,0.16666666666666666,0.010309278350515464,0.010309278350515464,0.019417475728155338,97.0,6.0,5.0,96.0,0.0
93,auto_cot,phi3_3.8b,irony,0.023255813953488372,0.13333333333333333,0.13333333333333333,0.039603960396039604,30.0,172.0,168.0,26.0,0.0
94,auto_cot,phi3_3.8b,vulgarity,0.0,0.0,0.0,0.0,37.0,1.0,1.0,37.0,0.0
95,auto_cot,phi3_3.8b,threat,0.0,0.0,0.0,0.0,13.0,11.0,11.0,13.0,0.0
96,auto_cot,phi3_3.8b,identify attack/name calling,0.002325581395348837,0.07692307692307693,0.07692307692307693,0.004514672686230248,13.0,430.0,429.0,12.0,0.0
97,auto_cot,phi3_3.8b,none,1.0,0.004815409309791332,0.004815409309791332,0.009584664536741214,1869.0,9.0,0.0,1860.0,0.0
98,auto_cot,phi3_3.8b,entitlement,0.0,0.0,0.0,0.0,22.0,54.0,54.0,22.0,0.0
99,auto_cot,phi3_3.8b,insulting,0.030303030303030304,0.014492753623188406,0.014492753623188406,0.0196078431372549,69.0,33.0,32.0,68.0,0.0
100,auto_cot,phi4_14b,bitter frustration,0.2793103448275862,0.43548387096774194,0.43548387096774194,0.3403361344537815,186.0,290.0,209.0,105.0,0.0
101,auto_cot,phi4_14b,impatience,0.15949367088607594,0.5,0.5,0.2418426103646833,126.0,395.0,332.0,63.0,0.0
102,auto_cot,phi4_14b,mocking,0.27380952380952384,0.23711340206185566,0.23711340206185566,0.2541436464088398,97.0,84.0,61.0,74.0,0.0
103,auto_cot,phi4_14b,irony,0.11267605633802817,0.26666666666666666,0.26666666666666666,0.15841584158415842,30.0,71.0,63.0,22.0,0.0
104,auto_cot,phi4_14b,vulgarity,0.7272727272727273,0.21621621621621623,0.21621621621621623,0.3333333333333333,37.0,11.0,3.0,29.0,0.0
105,auto_cot,phi4_14b,threat,0.8,0.3076923076923077,0.3076923076923077,0.4444444444444444,13.0,5.0,1.0,9.0,0.0
106,auto_cot,phi4_14b,identify attack/name calling,0.125,0.15384615384615385,0.15384615384615385,0.13793103448275862,13.0,16.0,14.0,11.0,0.0
107,auto_cot,phi4_14b,none,0.9083438685208597,0.7688603531300161,0.7688603531300161,0.8328020863517821,1869.0,1582.0,145.0,432.0,0.0
108,auto_cot,phi4_14b,entitlement,0.0,0.0,0.0,0.0,22.0,6.0,6.0,22.0,0.0
109,auto_cot,phi4_14b,insulting,1.0,0.028985507246376812,0.028985507246376812,0.056338028169014086,69.0,2.0,0.0,67.0,0.0
110,few_shot_3,deepseek-14b,bitter frustration,0.0,0.0,0.0,0.0,186.0,0.0,0.0,186.0,0.0
111,few_shot_3,deepseek-14b,impatience,0.0,0.0,0.0,0.0,126.0,0.0,0.0,126.0,0.0
112,few_shot_3,deepseek-14b,mocking,0.0,0.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0
113,few_shot_3,deepseek-14b,irony,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0
114,few_shot_3,deepseek-14b,vulgarity,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0
115,few_shot_3,deepseek-14b,threat,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0
116,few_shot_3,deepseek-14b,identify attack/name calling,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0
117,few_shot_3,deepseek-14b,none,0.9001457725947521,0.660781166399144,0.660781166399144,0.7621104597346497,1869.0,1372.0,137.0,634.0,0.0
118,few_shot_3,deepseek-14b,entitlement,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0
119,few_shot_3,deepseek-14b,insulting,0.05779816513761468,0.9130434782608695,0.9130434782608695,0.10871440897325281,69.0,1090.0,1027.0,6.0,0.0
120,few_shot_3,deepseek-8b,bitter frustration,0.0,0.0,0.0,0.0,186.0,0.0,0.0,186.0,0.0
121,few_shot_3,deepseek-8b,impatience,0.0,0.0,0.0,0.0,126.0,0.0,0.0,126.0,0.0
122,few_shot_3,deepseek-8b,mocking,0.0,0.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0
123,few_shot_3,deepseek-8b,irony,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0
124,few_shot_3,deepseek-8b,vulgarity,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0
125,few_shot_3,deepseek-8b,threat,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0
126,few_shot_3,deepseek-8b,identify attack/name calling,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0
127,few_shot_3,deepseek-8b,none,0.880466472303207,0.8079186730872124,0.8079186730872124,0.8426339285714286,1869.0,1715.0,205.0,359.0,0.0
128,few_shot_3,deepseek-8b,entitlement,0.14285714285714285,0.045454545454545456,0.045454545454545456,0.06896551724137931,22.0,7.0,6.0,21.0,0.0
129,few_shot_3,deepseek-8b,insulting,0.08108108108108109,0.8695652173913043,0.8695652173913043,0.14833127317676142,69.0,740.0,680.0,9.0,0.0
130,few_shot_3,gemma2_9b,bitter frustration,0.0,0.0,0.0,0.0,186.0,0.0,0.0,186.0,0.0
131,few_shot_3,gemma2_9b,impatience,0.0,0.0,0.0,0.0,126.0,0.0,0.0,126.0,0.0
132,few_shot_3,gemma2_9b,mocking,0.0,0.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0
133,few_shot_3,gemma2_9b,irony,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0
134,few_shot_3,gemma2_9b,vulgarity,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0
135,few_shot_3,gemma2_9b,threat,0.0,0.0,0.0,0.0,13.0,2.0,2.0,13.0,0.0
136,few_shot_3,gemma2_9b,identify attack/name calling,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0
137,few_shot_3,gemma2_9b,none,0.9185977421271538,0.8271803103263777,0.8271803103263777,0.8704954954954955,1869.0,1683.0,137.0,323.0,0.0
138,few_shot_3,gemma2_9b,entitlement,0.05263157894736842,0.18181818181818182,0.18181818181818182,0.08163265306122448,22.0,76.0,72.0,18.0,0.0
139,few_shot_3,gemma2_9b,insulting,0.0912981455064194,0.927536231884058,0.927536231884058,0.16623376623376623,69.0,701.0,637.0,5.0,0.0
140,few_shot_3,gemma_7b,bitter frustration,0.0,0.0,0.0,0.0,186.0,0.0,0.0,186.0,0.0
141,few_shot_3,gemma_7b,impatience,0.11009174311926606,0.09523809523809523,0.09523809523809523,0.10212765957446808,126.0,109.0,97.0,114.0,0.0
142,few_shot_3,gemma_7b,mocking,0.0,0.0,0.0,0.0,97.0,4.0,4.0,97.0,0.0
143,few_shot_3,gemma_7b,irony,0.0,0.0,0.0,0.0,30.0,7.0,7.0,30.0,0.0
144,few_shot_3,gemma_7b,vulgarity,0.0,0.0,0.0,0.0,37.0,118.0,118.0,37.0,0.0
145,few_shot_3,gemma_7b,threat,0.11764705882352941,0.6153846153846154,0.6153846153846154,0.19753086419753085,13.0,68.0,60.0,5.0,0.0
146,few_shot_3,gemma_7b,identify attack/name calling,0.0,0.0,0.0,0.0,13.0,55.0,55.0,13.0,0.0
147,few_shot_3,gemma_7b,none,0.949685534591195,0.08079186730872125,0.08079186730872125,0.14891518737672585,1869.0,159.0,8.0,1718.0,0.0
148,few_shot_3,gemma_7b,entitlement,0.0060790273556231,0.09090909090909091,0.09090909090909091,0.011396011396011397,22.0,329.0,327.0,20.0,0.0
149,few_shot_3,gemma_7b,insulting,0.040297582145071294,0.9420289855072463,0.9420289855072463,0.07728894173602854,69.0,1613.0,1548.0,4.0,0.0
150,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,bitter frustration,0.30390492359932086,0.3638211382113821,0.3638211382113821,0.33117483811285847,492.0,589.0,410.0,313.0,0.0
151,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,impatience,0.19247787610619468,0.32706766917293234,0.32706766917293234,0.24233983286908078,266.0,452.0,365.0,179.0,0.0
152,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,mocking,0.2871287128712871,0.32954545454545453,0.32954545454545453,0.30687830687830686,176.0,202.0,144.0,118.0,0.0
153,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,irony,0.0916030534351145,0.1875,0.1875,0.12307692307692308,64.0,131.0,119.0,52.0,0.0
154,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,vulgarity,0.5272727272727272,0.4084507042253521,0.4084507042253521,0.4603174603174603,71.0,55.0,26.0,42.0,0.0
155,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,threat,0.375,0.6521739130434783,0.6521739130434783,0.47619047619047616,23.0,40.0,25.0,8.0,0.0
156,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,identify attack/name calling,0.13725490196078433,0.25,0.25,0.17721518987341772,28.0,51.0,44.0,21.0,0.0
157,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,none,0.9211700545364403,0.8244952296427779,0.8244952296427779,0.870155719470788,4507.0,4034.0,318.0,791.0,0.0
158,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,entitlement,0.10077519379844961,0.18571428571428572,0.18571428571428572,0.1306532663316583,70.0,129.0,116.0,57.0,0.0
159,gpt_4o_mini_few_shot_3,gpt-4o-mini_few,insulting,0.26063829787234044,0.28160919540229884,0.28160919540229884,0.27071823204419887,174.0,188.0,139.0,125.0,0.0
160,few_shot_3,llama3.1_8b,bitter frustration,0.0,0.0,0.0,0.0,186.0,1.0,1.0,186.0,0.0
161,few_shot_3,llama3.1_8b,impatience,0.0,0.0,0.0,0.0,126.0,0.0,0.0,126.0,0.0
162,few_shot_3,llama3.1_8b,mocking,0.0,0.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0
163,few_shot_3,llama3.1_8b,irony,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0
164,few_shot_3,llama3.1_8b,vulgarity,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0
165,few_shot_3,llama3.1_8b,threat,0.6666666666666666,0.15384615384615385,0.15384615384615385,0.25,13.0,3.0,1.0,11.0,0.0
166,few_shot_3,llama3.1_8b,identify attack/name calling,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0
167,few_shot_3,llama3.1_8b,none,0.9384965831435079,0.44087747458533977,0.44087747458533977,0.5999271933017838,1869.0,878.0,54.0,1045.0,0.0
168,few_shot_3,llama3.1_8b,entitlement,0.032679738562091505,0.22727272727272727,0.22727272727272727,0.05714285714285714,22.0,153.0,148.0,17.0,0.0
169,few_shot_3,llama3.1_8b,insulting,0.04835318850735809,1.0,1.0,0.09224598930481283,69.0,1427.0,1358.0,0.0,0.0
170,few_shot_3,llama3.2_3b,bitter frustration,0.0,0.0,0.0,0.0,186.0,1.0,1.0,186.0,0.0
171,few_shot_3,llama3.2_3b,impatience,0.0,0.0,0.0,0.0,126.0,9.0,9.0,126.0,0.0
172,few_shot_3,llama3.2_3b,mocking,0.0,0.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0
173,few_shot_3,llama3.2_3b,irony,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0
174,few_shot_3,llama3.2_3b,vulgarity,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0
175,few_shot_3,llama3.2_3b,threat,0.4,0.15384615384615385,0.15384615384615385,0.2222222222222222,13.0,5.0,3.0,11.0,0.0
176,few_shot_3,llama3.2_3b,identify attack/name calling,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0
177,few_shot_3,llama3.2_3b,none,0.9231418918918919,0.584804708400214,0.584804708400214,0.7160170324271209,1869.0,1184.0,91.0,776.0,0.0
178,few_shot_3,llama3.2_3b,entitlement,0.1111111111111111,0.045454545454545456,0.045454545454545456,0.06451612903225806,22.0,9.0,8.0,21.0,0.0
179,few_shot_3,llama3.2_3b,insulting,0.05422647527910686,0.9855072463768116,0.9855072463768116,0.10279667422524566,69.0,1254.0,1186.0,1.0,0.0
180,few_shot_3,mistral-nemo_12b,bitter frustration,0.0,0.0,0.0,0.0,186.0,0.0,0.0,186.0,0.0
181,few_shot_3,mistral-nemo_12b,impatience,0.0,0.0,0.0,0.0,126.0,0.0,0.0,126.0,0.0
182,few_shot_3,mistral-nemo_12b,mocking,0.0,0.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0
183,few_shot_3,mistral-nemo_12b,irony,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0
184,few_shot_3,mistral-nemo_12b,vulgarity,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0
185,few_shot_3,mistral-nemo_12b,threat,0.1,0.07692307692307693,0.07692307692307693,0.08695652173913043,13.0,10.0,9.0,12.0,0.0
186,few_shot_3,mistral-nemo_12b,identify attack/name calling,0.0,0.0,0.0,0.0,13.0,1.0,1.0,13.0,0.0
187,few_shot_3,mistral-nemo_12b,none,0.9009566685424873,0.8566078116639915,0.8566078116639915,0.8782227098189797,1869.0,1777.0,176.0,268.0,0.0
188,few_shot_3,mistral-nemo_12b,entitlement,0.028985507246376812,0.18181818181818182,0.18181818181818182,0.05,22.0,138.0,134.0,18.0,0.0
189,few_shot_3,mistral-nemo_12b,insulting,0.11940298507462686,0.927536231884058,0.927536231884058,0.2115702479338843,69.0,536.0,472.0,5.0,0.0
190,few_shot_3,mistral_7b,bitter frustration,0.13636363636363635,0.016129032258064516,0.016129032258064516,0.028846153846153848,186.0,22.0,19.0,183.0,0.0
191,few_shot_3,mistral_7b,impatience,0.0,0.0,0.0,0.0,126.0,1.0,1.0,126.0,0.0
192,few_shot_3,mistral_7b,mocking,0.0,0.0,0.0,0.0,97.0,3.0,3.0,97.0,0.0
193,few_shot_3,mistral_7b,irony,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0
194,few_shot_3,mistral_7b,vulgarity,0.0,0.0,0.0,0.0,37.0,4.0,4.0,37.0,0.0
